MakeValue|ModelValue|ModelGroup|Model_Description|MotorType|SumInsured|ClaimTypeValue|CC|Seat|Weight|AgeDriver|AgeCar|AgeCarMax|BasePremium|MainPremium|EndorsePremium01|EndorsePremium02|EndorsePremium03|DriverDiscountRate|DriverDiscount|GroupDiscountRate|GroupDiscountAmt|HistoryDiscountRate|HistoryDiscountAmt|OtherDiscountRate|OtherDiscountAmt|PlusPremium1|PlusPremium2|NetPremium|Stamp|VAT|TotalPremium|DeductAmt|FIRE&THEFT|TPPI_P|TPPI_C|TPPD|Bail Bond|PA_Driver|PA_Passengers|MED|CommissionRate|PromotionDiscountRate|PromotionDiscountAmt|PromotionEffectiveDate|PromotionExpiryDate|CarGroup|ProductType
Isuzu|MU-X|MU-X|Wagon 4dr MU-X 1.9 Ddi DVD M/T 6MT (Genius Sport Shift)|110|970000|01|1900|7|||1|12||||||||||||||||19268.00|78.00|1354.22|20700.00||970000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Isuzu|MU-X|MU-X|Wagon 4dr MU-X 1.9 Ddi DVD A/T 6AT (REV TRONIC)|110|1010000|01|1900|7|||1|12||||||||||||||||20199.00|81.00|1419.60|21700.00||1010000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Toyota|C-HR|C-HR|Wagon Super CVT-i 7 Speed Gate-Type/Sequential 1.8 Entry|110|780000|01|1800|7|||1|12||||||||||||||||17407.00|70.00|1223.39|18700.00||780000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Toyota|C-HR|C-HR|Wagon Super CVT-i 7 Speed Gate-Type/Sequential 1.8 Mid|110|830000|01|1800|7|||1|12||||||||||||||||18337.00|74.00|1288.77|19700.00||830000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Toyota|C-HR|C-HR|Wagon Super CVT-i 7 Speed Gate-Type/Sequential 1.8 Hybrid (600V) HV Mid|110|850000|01|1800|7|||1|12||||||||||||||||18337.00|74.00|1288.77|19700.00||850000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Toyota|C-HR|C-HR|Wagon Super CVT-i 7 Speed Gate-Type/Sequential 1.8 Hybrid (600V) HV HI|110|920000|01|1800|7|||1|12||||||||||||||||19268.00|78.00|1354.22|20700.00||920000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Toyota|Corolla|Corolla|Sedan Corolla Altis DOHC Dual VVT-i 4 Super CVT-i 7 Gate-Type  A/T  1.8 E Sport|110|750000|01|1800|7|||1|12||||||||||||||||16010.00|65.00|1125.25|17200.00||750000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Toyota|Corolla|Corolla|Sedan Corolla Altis DOHC Dual VVT-i 4 Super CVT-i 7 Gate-Type A/T   1.8 S|110|760000|01|1800|7|||1|12||||||||||||||||16010.00|65.00|1125.25|17200.00||760000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Toyota|Corolla|Corolla|Sedan Corolla Altis DOHC Dual VVT-i 4 Super CVT-i 7 Gate-Type A/T   1.8 V  |110|870000|01|1800|7|||1|12||||||||||||||||16941.00|68.00|1190.63|18200.00||870000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT|320|160000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||160000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT|320|180000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||180000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT|320|190000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT|320|200000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||200000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 3.0DCT|320|210000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT|320|220000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Man 5sp RWD 3.0DCT|320|220000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Auto 4sp RWD 3.0DCT|320|230000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 3.0DCT|320|240000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 2.5DCT|320|240000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Auto 4sp 4WD 3.0DCT|320|270000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 3.0DCT|320|250000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|320|220000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (N.ABS)|320|190000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT|320|160000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||160000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 3.0DCT|320|210000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Man 5sp RWD 3.0DCT|320|220000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Auto 4sp RWD 3.0DCT|320|230000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 3.0DCT|320|240000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 3.0DCT|320|250000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Auto 4sp 4WD 3.0DCT|320|270000|01|3000|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT|320|180000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||180000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT|320|190000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT|320|200000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||200000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT|320|220000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 2.5DCT|320|240000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (N.ABS)|320|190000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|320|220000|01|2500|3|3000||12|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT|320|190000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT|320|210000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (N.ABS)|320|200000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||200000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT|320|220000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 3.0DCT|320|230000|01|3000|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Auto 4sp RWD 3.0DCT|320|250000|01|3000|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Man 5sp RWD 3.0DCT|320|240000|01|3000|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|320|230000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Auto 4sp 4WD 3.0DCT|320|290000|01|3000|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||290000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 2.5DCT|320|260000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 3.0DCT|320|270000|01|3000|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT|320|240000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 3.0DCT|320|260000|01|3000|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT|320|180000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||180000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT (NGV)|320|230000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT (NGV)|320|240000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (NGV)|320|240000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT (NGV)|320|270000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (New LS1)|320|190000|01|2500|3|3000||11|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT|320|190000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT (NGV)|320|240000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Auto 4sp 4WD 3.0DCT|320|310000|01|3000|3|3000||10|12||||||||||||||||14893.00|60.00|1046.71|16000.00||310000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 2.5DCT|320|280000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||280000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 3.0DCT|320|290000|01|3000|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||290000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT|320|260000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|320|250000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 3.0DCT|320|270000|01|3000|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Auto 4sp RWD 3.0DCT|320|270000|01|3000|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Man 5sp RWD 3.0DCT|320|250000|01|3000|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT|320|230000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT (NGV)|320|280000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||280000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 3.0DCT|320|240000|01|3000|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (NGV)|320|260000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (New LS1)|320|210000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT (NGV)|320|260000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT|320|200000|01|2500|3|3000||10|12||||||||||||||||13962.00|56.00|981.26|15000.00||200000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT|320|200000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||200000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT (NGV)|320|250000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|320|260000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 3.0DCT|320|280000|01|3000|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||280000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT|320|270000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 3.0DCT|320|300000|01|3000|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||300000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 2.5DCT|320|290000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||290000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Auto 4sp 4WD 3.0DCT|320|320000|01|3000|3|3000||9|12||||||||||||||||14893.00|60.00|1046.71|16000.00||320000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Man 5sp RWD 3.0DCT|320|260000|01|3000|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||260000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Auto 4sp RWD 3.0DCT|320|280000|01|3000|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||280000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 3.0DCT|320|250000|01|3000|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT (NGV)|320|300000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||300000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT|320|240000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (New LS1)|320|210000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (NGV)|320|270000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT|320|210000|01|2500|3|3000||9|12||||||||||||||||13962.00|56.00|981.26|15000.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
